District,Size,Price
Есильский,37,13800000
Есильский,112,29400000
Сауран,39,36999999
Есильский,138,14900000
Сарыаркинский,90,13800000
Сарыаркинский,94,42000000
Есильский,37,20300000
Есильский,43,17000000
Есильский,42,35890000
Алматинский,39,43900000
Сарыаркинский,165,10500000
Есильский,138,21300000
Есильский,58,33465000
Алматинский,110,13994400
Алматинский,31,14202000
Есильский,111,17900000
Есильский,90,24000000
Алматинский,215,79000000
Сарыаркинский,61,10500000
Алматинский,47,19500000
Есильский,35,15500000
Алматинский,72,24444000
Есильский,101,61000000
Есильский,45,34500000
Есильский,104,31500000
Алматинский,141,11100000
Есильский,90,16700000
Есильский,37,18000000
Есильский,43,63000000
Есильский,185,29000000
Алматинский,215,18700000
Алматинский,60,26500000
Алматинский,180,13500000
Есильский,55,13000000
Есильский,43,31418400
Сарыаркинский,80,17000000
Алматинский,63,25000000
Сарыаркинский,50,10250000
Алматинский,66,19500000
Есильский,160,72000000
Есильский,54,75800000
Есильский,130,35000000
Есильский,140,36500000
Есильский,95,17000000
Есильский,98,67000000
Есильский,90,93975000
Есильский,215,22500000
Есильский,80,13000000
Алматинский,61,22800000
Есильский,38,72000000
Есильский,45,31500000
Алматинский,79,11100000
Есильский,140,16700000
Есильский,90,18000000
Алматинский,37,26500000
Есильский,43,63000000
Есильский,94,29000000
Алматинский,185,18700000
Есильский,215,17900000
Алматинский,60,11200000
Есильский,61,24000000
Есильский,36,31418400
Алматинский,63,20500000
Алматинский,92,50000000
Есильский,39,13300000
Алматинский,41,13500000
Есильский,52,20300000
Есильский,140,95000000
Алматинский,60,21499999
Есильский,59,23500000
Алматинский,71,14202000
Есильский,90,29400000
Алматинский,130,57000000
Алматинский,36,11200000
Алматинский,89,21800000
Сарыаркинский,31,10500000
Есильский,125,53000000
Есильский,5708,33768000
Алматинский,184,20500000
Есильский,62,95000000
Есильский,38,12749000
Есильский,140,13000000
Алматинский,41,11200000
Алматинский,38,18559200
Есильский,36,13000000
Есильский,97,16000000
Сарыаркинский,35,30000000
Алматинский,92,12800000
Есильский,193,29000000
Алматинский,54,13500000
Алматинский,88,27500000
Алматинский,44,10370400
Есильский,43,36500000
Есильский,54,18500000
Алматинский,94,13854000
Есильский,250,59742500
Есильский,38,17300000
Есильский,98,15700000
Есильский,103,17900000
Алматинский,43,29000000
Сарыаркинский,44,52000000
Сарыаркинский,58,13500000
Есильский,54,29003040
Есильский,94,27500000
Есильский,73,28000000
Алматинский,52,12280000
Есильский,36,12200000
КерейЖанибекхандар—Туркестан,80,28500000
Есильский,59,88000000
Есильский,37,16500000
Сарыаркинский,80,17500000
Алматинский,130,14500000
Алматинский,40,28000000
Алматинский,65,25000000
Алматинский,42,13854000
Есильский,96,15700000
Есильский,71,37000000
Есильский,43,22500000
Есильский,61,18999998
Есильский,68,20700000
Есильский,60,17000000
Есильский,98,20000000
Алматинский,45,37500000
Есильский,50,36800000
